Mfr Cd	Mfr Name	Engine Family	EF Sys#	Evap Family	EvF Sys#	Division	Carline	ECS-1	ECS-1 Description	ECS-2	ECS=2 Description	ECS-3	ECS-3 Description	ECS-4	ECS-4 Description	ECS-5	ECS-5 Description	ECS-Ev	ECS-Ev Description	Displ	Tran	ETW	Ax Ratio	TPF_DYNO_HP_MSR	Tst Prc	Tst Proc Desc	Fuel Typ	Fuel Type Description	Sales Area	U Life	Emission	Cert Level	Standard	Tier	Mult DF	Add DF
20	DaimlerChrysler	XCRXA0239H11	1	XCRXE0174G3H	1	DODGE	B1500 VAN 2WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	3.9	L3 LOCK-UP/AUTOMATIC/3-SPEED	5500	3.21	14.2	35	CA FUEL 3 DAY EXH (BUTANE LOAD)	23	CARB Phase II Gasoline	CA	120	CO	4.1	6.4	T1	1	2.86
20	DaimlerChrysler	XCRXA0239H11	1	XCRXE0174G3H	1	DODGE	B1500 VAN 2WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	3.9	L3 LOCK-UP/AUTOMATIC/3-SPEED	5500	3.21	14.2	35	CA FUEL 3 DAY EXH (BUTANE LOAD)	23	CARB Phase II Gasoline	CA	120	HC-NM	.3	0.46	T1	1	.161
20	DaimlerChrysler	XCRXA0239H11	1	XCRXE0174G3H	1	DODGE	B1500 VAN 2WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	3.9	L3 LOCK-UP/AUTOMATIC/3-SPEED	5500	3.21	14.2	35	CA FUEL 3 DAY EXH (BUTANE LOAD)	23	CARB Phase II Gasoline	CA	120	NOX	.7	0.98	T1	1	.495
20	DaimlerChrysler	XCRXA0239H11	1	XCRXE0174G3H	1	DODGE	B1500 VAN 2WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	3.9	L3 LOCK-UP/AUTOMATIC/3-SPEED	5500	3.21	14.2	35	CA FUEL 3 DAY EXH (BUTANE LOAD)	23	CARB Phase II Gasoline	CA	50	CO	2.4	4.4	T1	1	1.13
20	DaimlerChrysler	XCRXA0239H11	1	XCRXE0174G3H	1	DODGE	B1500 VAN 2WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	3.9	L3 LOCK-UP/AUTOMATIC/3-SPEED	5500	3.21	14.2	35	CA FUEL 3 DAY EXH (BUTANE LOAD)	23	CARB Phase II Gasoline	CA	50	HC-NM	.2	0.32	T1	1	.064
20	DaimlerChrysler	XCRXA0239H11	1	XCRXE0174G3H	1	DODGE	B1500 VAN 2WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	3.9	L3 LOCK-UP/AUTOMATIC/3-SPEED	5500	3.21	14.2	35	CA FUEL 3 DAY EXH (BUTANE LOAD)	23	CARB Phase II Gasoline	CA	50	NOX	.4	0.7	T1	1	.196
20	DaimlerChrysler	XCRXA0239H11	1	XCRXE0174G3H	1	DODGE	B1500 VAN 2WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	3.9	L3 LOCK-UP/AUTOMATIC/3-SPEED	5500	3.21		11	COLD CO	24	COLD CO REGULAR(CERT)	CA	50	CO-COLD	5.9	12.5	N/A	1	1.13
20	DaimlerChrysler	XCRXA0239H11	1	XCRXE0174G3H	1	DODGE	B1500 VAN 2WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	3.9	L3 LOCK-UP/AUTOMATIC/3-SPEED	5500	3.55	16	25	CA FUEL 2 DAY EXH (BUTANE LOAD)	23	CARB Phase II Gasoline	CA	120	CO	4.2	6.4	T1	1	2.86
20	DaimlerChrysler	XCRXA0239H11	1	XCRXE0174G3H	1	DODGE	B1500 VAN 2WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	3.9	L3 LOCK-UP/AUTOMATIC/3-SPEED	5500	3.55	16	25	CA FUEL 2 DAY EXH (BUTANE LOAD)	23	CARB Phase II Gasoline	CA	120	HC-NM	.27	0.46	T1	1	.161
20	DaimlerChrysler	XCRXA0239H11	1	XCRXE0174G3H	1	DODGE	B1500 VAN 2WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	3.9	L3 LOCK-UP/AUTOMATIC/3-SPEED	5500	3.55	16	25	CA FUEL 2 DAY EXH (BUTANE LOAD)	23	CARB Phase II Gasoline	CA	120	NOX	.6	0.98	T1	1	.495
20	DaimlerChrysler	XCRXA0239H11	1	XCRXE0174G3H	1	DODGE	B1500 VAN 2WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	3.9	L3 LOCK-UP/AUTOMATIC/3-SPEED	5500	3.55	16	25	CA FUEL 2 DAY EXH (BUTANE LOAD)	23	CARB Phase II Gasoline	CA	50	CO	2.4	4.4	T1	1	1.13
20	DaimlerChrysler	XCRXA0239H11	1	XCRXE0174G3H	1	DODGE	B1500 VAN 2WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	3.9	L3 LOCK-UP/AUTOMATIC/3-SPEED	5500	3.55	16	25	CA FUEL 2 DAY EXH (BUTANE LOAD)	23	CARB Phase II Gasoline	CA	50	HC-NM	.18	0.32	T1	1	.064
20	DaimlerChrysler	XCRXA0239H11	1	XCRXE0174G3H	1	DODGE	B1500 VAN 2WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	3.9	L3 LOCK-UP/AUTOMATIC/3-SPEED	5500	3.55	16	25	CA FUEL 2 DAY EXH (BUTANE LOAD)	23	CARB Phase II Gasoline	CA	50	NOX	.3	0.7	T1	1	.196
20	DaimlerChrysler	XCRXA0239H11	1	XCRXE0174G4H	1	DODGE	B1500 VAN 2WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	3.9	L3 LOCK-UP/AUTOMATIC/3-SPEED	5500	3.21	14.2	35	CA FUEL 3 DAY EXH (BUTANE LOAD)	23	CARB Phase II Gasoline	CA	120	CO	4.1	6.4	T1	1	2.86
20	DaimlerChrysler	XCRXA0239H11	1	XCRXE0174G4H	1	DODGE	B1500 VAN 2WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	3.9	L3 LOCK-UP/AUTOMATIC/3-SPEED	5500	3.21	14.2	35	CA FUEL 3 DAY EXH (BUTANE LOAD)	23	CARB Phase II Gasoline	CA	120	HC-NM	.3	0.46	T1	1	.161
20	DaimlerChrysler	XCRXA0239H11	1	XCRXE0174G4H	1	DODGE	B1500 VAN 2WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	3.9	L3 LOCK-UP/AUTOMATIC/3-SPEED	5500	3.21	14.2	35	CA FUEL 3 DAY EXH (BUTANE LOAD)	23	CARB Phase II Gasoline	CA	120	NOX	.7	0.98	T1	1	.495
20	DaimlerChrysler	XCRXA0239H11	1	XCRXE0174G4H	1	DODGE	B1500 VAN 2WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	3.9	L3 LOCK-UP/AUTOMATIC/3-SPEED	5500	3.21	14.2	35	CA FUEL 3 DAY EXH (BUTANE LOAD)	23	CARB Phase II Gasoline	CA	50	CO	2.4	4.4	T1	1	1.13
20	DaimlerChrysler	XCRXA0239H11	1	XCRXE0174G4H	1	DODGE	B1500 VAN 2WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	3.9	L3 LOCK-UP/AUTOMATIC/3-SPEED	5500	3.21	14.2	35	CA FUEL 3 DAY EXH (BUTANE LOAD)	23	CARB Phase II Gasoline	CA	50	HC-NM	.2	0.32	T1	1	.064
20	DaimlerChrysler	XCRXA0239H11	1	XCRXE0174G4H	1	DODGE	B1500 VAN 2WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	3.9	L3 LOCK-UP/AUTOMATIC/3-SPEED	5500	3.21	14.2	35	CA FUEL 3 DAY EXH (BUTANE LOAD)	23	CARB Phase II Gasoline	CA	50	NOX	.4	0.7	T1	1	.196
20	DaimlerChrysler	XCRXA0239H11	1	XCRXE0174G4H	1	DODGE	B1500 VAN 2WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	3.9	L3 LOCK-UP/AUTOMATIC/3-SPEED	5500	3.21		11	COLD CO	24	COLD CO REGULAR(CERT)	CA	50	CO-COLD	5.9	12.5	N/A	1	1.13
20	DaimlerChrysler	XCRXA0239H11	1	XCRXE0174G4H	1	DODGE	B1500 VAN 2WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	3.9	L3 LOCK-UP/AUTOMATIC/3-SPEED	5500	3.55	16	25	CA FUEL 2 DAY EXH (BUTANE LOAD)	23	CARB Phase II Gasoline	CA	120	CO	4.2	6.4	T1	1	2.86
20	DaimlerChrysler	XCRXA0239H11	1	XCRXE0174G4H	1	DODGE	B1500 VAN 2WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	3.9	L3 LOCK-UP/AUTOMATIC/3-SPEED	5500	3.55	16	25	CA FUEL 2 DAY EXH (BUTANE LOAD)	23	CARB Phase II Gasoline	CA	120	HC-NM	.27	0.46	T1	1	.161
20	DaimlerChrysler	XCRXA0239H11	1	XCRXE0174G4H	1	DODGE	B1500 VAN 2WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	3.9	L3 LOCK-UP/AUTOMATIC/3-SPEED	5500	3.55	16	25	CA FUEL 2 DAY EXH (BUTANE LOAD)	23	CARB Phase II Gasoline	CA	120	NOX	.6	0.98	T1	1	.495
20	DaimlerChrysler	XCRXA0239H11	1	XCRXE0174G4H	1	DODGE	B1500 VAN 2WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	3.9	L3 LOCK-UP/AUTOMATIC/3-SPEED	5500	3.55	16	25	CA FUEL 2 DAY EXH (BUTANE LOAD)	23	CARB Phase II Gasoline	CA	50	CO	2.4	4.4	T1	1	1.13
20	DaimlerChrysler	XCRXA0239H11	1	XCRXE0174G4H	1	DODGE	B1500 VAN 2WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	3.9	L3 LOCK-UP/AUTOMATIC/3-SPEED	5500	3.55	16	25	CA FUEL 2 DAY EXH (BUTANE LOAD)	23	CARB Phase II Gasoline	CA	50	HC-NM	.18	0.32	T1	1	.064
20	DaimlerChrysler	XCRXA0239H11	1	XCRXE0174G4H	1	DODGE	B1500 VAN 2WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	3.9	L3 LOCK-UP/AUTOMATIC/3-SPEED	5500	3.55	16	25	CA FUEL 2 DAY EXH (BUTANE LOAD)	23	CARB Phase II Gasoline	CA	50	NOX	.3	0.7	T1	1	.196
20	DaimlerChrysler	XCRXA0239H12	1	XCRXE0101G3H	1	DODGE	DURANGO 4WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	3.9	L4 LOCK-UP/AUTOMATIC/4-SPEED	4750	2.7		11	COLD CO	24	COLD CO REGULAR(CERT)	CA	50	CO-COLD	4.5	12.5	N/A	1.127	0
20	DaimlerChrysler	XCRXA0239H12	1	XCRXE0101G3H	1	DODGE	DURANGO 4WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	3.9	L4 LOCK-UP/AUTOMATIC/4-SPEED	5250	3.55	12.1	35	CA FUEL 3 DAY EXH (BUTANE LOAD)	23	CARB Phase II Gasoline	CA	120	CO	1.3	6.4	T1	1.321	0
20	DaimlerChrysler	XCRXA0239H12	1	XCRXE0101G3H	1	DODGE	DURANGO 4WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	3.9	L4 LOCK-UP/AUTOMATIC/4-SPEED	5250	3.55	12.1	35	CA FUEL 3 DAY EXH (BUTANE LOAD)	23	CARB Phase II Gasoline	CA	120	HC-NM	.13	0.46	T1	1.33	0
20	DaimlerChrysler	XCRXA0239H12	1	XCRXE0101G3H	1	DODGE	DURANGO 4WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	3.9	L4 LOCK-UP/AUTOMATIC/4-SPEED	5250	3.55	12.1	35	CA FUEL 3 DAY EXH (BUTANE LOAD)	23	CARB Phase II Gasoline	CA	120	NOX	.4	0.98	T1	2.154	0
20	DaimlerChrysler	XCRXA0239H12	1	XCRXE0101G3H	1	DODGE	DURANGO 4WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	3.9	L4 LOCK-UP/AUTOMATIC/4-SPEED	5250	3.55	12.1	35	CA FUEL 3 DAY EXH (BUTANE LOAD)	23	CARB Phase II Gasoline	CA	50	CO	1.1	4.4	T1	1.127	0
20	DaimlerChrysler	XCRXA0239H12	1	XCRXE0101G3H	1	DODGE	DURANGO 4WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	3.9	L4 LOCK-UP/AUTOMATIC/4-SPEED	5250	3.55	12.1	35	CA FUEL 3 DAY EXH (BUTANE LOAD)	23	CARB Phase II Gasoline	CA	50	HC-NM	.11	0.32	T1	1.131	0
20	DaimlerChrysler	XCRXA0239H12	1	XCRXE0101G3H	1	DODGE	DURANGO 4WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	3.9	L4 LOCK-UP/AUTOMATIC/4-SPEED	5250	3.55	12.1	35	CA FUEL 3 DAY EXH (BUTANE LOAD)	23	CARB Phase II Gasoline	CA	50	NOX	.3	0.7	T1	1.457	0
20	DaimlerChrysler	XCRXA0239H12	1	XCRXE0101G3H	1	DODGE	DURANGO 4WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	3.9	L4 LOCK-UP/AUTOMATIC/4-SPEED	5500	2.7	14.6	25	CA FUEL 2 DAY EXH (BUTANE LOAD)	23	CARB Phase II Gasoline	CA	120	CO	1.4	6.4	T1	1.321	0
20	DaimlerChrysler	XCRXA0239H12	1	XCRXE0101G3H	1	DODGE	DURANGO 4WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	3.9	L4 LOCK-UP/AUTOMATIC/4-SPEED	5500	2.7	14.6	25	CA FUEL 2 DAY EXH (BUTANE LOAD)	23	CARB Phase II Gasoline	CA	120	HC-NM	.17	0.46	T1	1.33	0
20	DaimlerChrysler	XCRXA0239H12	1	XCRXE0101G3H	1	DODGE	DURANGO 4WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	3.9	L4 LOCK-UP/AUTOMATIC/4-SPEED	5500	2.7	14.6	25	CA FUEL 2 DAY EXH (BUTANE LOAD)	23	CARB Phase II Gasoline	CA	120	NOX	.5	0.98	T1	2.154	0
20	DaimlerChrysler	XCRXA0239H12	1	XCRXE0101G3H	1	DODGE	DURANGO 4WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	3.9	L4 LOCK-UP/AUTOMATIC/4-SPEED	5500	2.7	14.6	25	CA FUEL 2 DAY EXH (BUTANE LOAD)	23	CARB Phase II Gasoline	CA	50	CO	1.2	4.4	T1	1.127	0
20	DaimlerChrysler	XCRXA0239H12	1	XCRXE0101G3H	1	DODGE	DURANGO 4WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	3.9	L4 LOCK-UP/AUTOMATIC/4-SPEED	5500	2.7	14.6	25	CA FUEL 2 DAY EXH (BUTANE LOAD)	23	CARB Phase II Gasoline	CA	50	HC-NM	.14	0.32	T1	1.131	0
20	DaimlerChrysler	XCRXA0239H12	1	XCRXE0101G3H	1	DODGE	DURANGO 4WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	3.9	L4 LOCK-UP/AUTOMATIC/4-SPEED	5500	2.7	14.6	25	CA FUEL 2 DAY EXH (BUTANE LOAD)	23	CARB Phase II Gasoline	CA	50	NOX	.3	0.7	T1	1.457	0
20	DaimlerChrysler	XCRXA0318H11	1	XCRXE0174G3H	1	DODGE	RAM 1500 PICKUP 2WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	5.2	L4 LOCK-UP/AUTOMATIC/4-SPEED	5500	3.55	13.9	35	CA FUEL 3 DAY EXH (BUTANE LOAD)	23	CARB Phase II Gasoline	CA	120	CO	2.4	6.4	T1	1.393	0
20	DaimlerChrysler	XCRXA0318H11	1	XCRXE0174G3H	1	DODGE	RAM 1500 PICKUP 2WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	5.2	L4 LOCK-UP/AUTOMATIC/4-SPEED	5500	3.55	13.9	35	CA FUEL 3 DAY EXH (BUTANE LOAD)	23	CARB Phase II Gasoline	CA	120	HC-NM	.16	0.46	T1	1.139	0
20	DaimlerChrysler	XCRXA0318H11	1	XCRXE0174G3H	1	DODGE	RAM 1500 PICKUP 2WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	5.2	L4 LOCK-UP/AUTOMATIC/4-SPEED	5500	3.55	13.9	35	CA FUEL 3 DAY EXH (BUTANE LOAD)	23	CARB Phase II Gasoline	CA	120	NOX	.6	0.98	T1	1.706	0
20	DaimlerChrysler	XCRXA0318H11	1	XCRXE0174G3H	1	DODGE	RAM 1500 PICKUP 2WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	5.2	L4 LOCK-UP/AUTOMATIC/4-SPEED	5500	3.55	13.9	35	CA FUEL 3 DAY EXH (BUTANE LOAD)	23	CARB Phase II Gasoline	CA	50	CO	2	4.4	T1	1.156	0
20	DaimlerChrysler	XCRXA0318H11	1	XCRXE0174G3H	1	DODGE	RAM 1500 PICKUP 2WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	5.2	L4 LOCK-UP/AUTOMATIC/4-SPEED	5500	3.55	13.9	35	CA FUEL 3 DAY EXH (BUTANE LOAD)	23	CARB Phase II Gasoline	CA	50	HC-NM	.15	0.32	T1	1.055	0
20	DaimlerChrysler	XCRXA0318H11	1	XCRXE0174G3H	1	DODGE	RAM 1500 PICKUP 2WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	5.2	L4 LOCK-UP/AUTOMATIC/4-SPEED	5500	3.55	13.9	35	CA FUEL 3 DAY EXH (BUTANE LOAD)	23	CARB Phase II Gasoline	CA	50	NOX	.4	0.7	T1	1.28	0
20	DaimlerChrysler	XCRXA0318H11	1	XCRXE0174G3H	1	DODGE	RAM 1500 PICKUP 4WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	5.2	L4 LOCK-UP/AUTOMATIC/4-SPEED	5500	3.55	16.2	35	CA FUEL 3 DAY EXH (BUTANE LOAD)	23	CARB Phase II Gasoline	CA	120	CO	2.3	6.4	T1	1.393	0
20	DaimlerChrysler	XCRXA0318H11	1	XCRXE0174G3H	1	DODGE	RAM 1500 PICKUP 4WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	5.2	L4 LOCK-UP/AUTOMATIC/4-SPEED	5500	3.55	16.2	35	CA FUEL 3 DAY EXH (BUTANE LOAD)	23	CARB Phase II Gasoline	CA	120	HC-NM	.18	0.46	T1	1.139	0
20	DaimlerChrysler	XCRXA0318H11	1	XCRXE0174G3H	1	DODGE	RAM 1500 PICKUP 4WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	5.2	L4 LOCK-UP/AUTOMATIC/4-SPEED	5500	3.55	16.2	35	CA FUEL 3 DAY EXH (BUTANE LOAD)	23	CARB Phase II Gasoline	CA	120	NOX	.3	0.98	T1	1.706	0
20	DaimlerChrysler	XCRXA0318H11	1	XCRXE0174G3H	1	DODGE	RAM 1500 PICKUP 4WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	5.2	L4 LOCK-UP/AUTOMATIC/4-SPEED	5500	3.55	16.2	35	CA FUEL 3 DAY EXH (BUTANE LOAD)	23	CARB Phase II Gasoline	CA	50	CO	1.9	4.4	T1	1.156	0
20	DaimlerChrysler	XCRXA0318H11	1	XCRXE0174G3H	1	DODGE	RAM 1500 PICKUP 4WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	5.2	L4 LOCK-UP/AUTOMATIC/4-SPEED	5500	3.55	16.2	35	CA FUEL 3 DAY EXH (BUTANE LOAD)	23	CARB Phase II Gasoline	CA	50	HC-NM	.17	0.32	T1	1.055	0
20	DaimlerChrysler	XCRXA0318H11	1	XCRXE0174G3H	1	DODGE	RAM 1500 PICKUP 4WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	5.2	L4 LOCK-UP/AUTOMATIC/4-SPEED	5500	3.55	16.2	35	CA FUEL 3 DAY EXH (BUTANE LOAD)	23	CARB Phase II Gasoline	CA	50	NOX	.2	0.7	T1	1.28	0
20	DaimlerChrysler	XCRXA0318H11	1	XCRXE0174G3H	1	DODGE	RAM 1500 PICKUP 4WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	5.2	L4 LOCK-UP/AUTOMATIC/4-SPEED	5500	3.55		11	COLD CO	24	COLD CO REGULAR(CERT)	CA	50	CO-COLD	5.6	12.5	N/A	1.156	0
20	DaimlerChrysler	XCRXA0318H11	1	XCRXE0174G4H	1	DODGE	RAM 1500 PICKUP 2WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	5.2	L4 LOCK-UP/AUTOMATIC/4-SPEED	5500	3.55	13.9	35	CA FUEL 3 DAY EXH (BUTANE LOAD)	23	CARB Phase II Gasoline	CA	120	CO	2.4	6.4	T1	1.393	0
20	DaimlerChrysler	XCRXA0318H11	1	XCRXE0174G4H	1	DODGE	RAM 1500 PICKUP 2WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	5.2	L4 LOCK-UP/AUTOMATIC/4-SPEED	5500	3.55	13.9	35	CA FUEL 3 DAY EXH (BUTANE LOAD)	23	CARB Phase II Gasoline	CA	120	HC-NM	.16	0.46	T1	1.139	0
20	DaimlerChrysler	XCRXA0318H11	1	XCRXE0174G4H	1	DODGE	RAM 1500 PICKUP 2WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	5.2	L4 LOCK-UP/AUTOMATIC/4-SPEED	5500	3.55	13.9	35	CA FUEL 3 DAY EXH (BUTANE LOAD)	23	CARB Phase II Gasoline	CA	120	NOX	.6	0.98	T1	1.706	0
20	DaimlerChrysler	XCRXA0318H11	1	XCRXE0174G4H	1	DODGE	RAM 1500 PICKUP 2WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	5.2	L4 LOCK-UP/AUTOMATIC/4-SPEED	5500	3.55	13.9	35	CA FUEL 3 DAY EXH (BUTANE LOAD)	23	CARB Phase II Gasoline	CA	50	CO	2	4.4	T1	1.156	0
20	DaimlerChrysler	XCRXA0318H11	1	XCRXE0174G4H	1	DODGE	RAM 1500 PICKUP 2WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	5.2	L4 LOCK-UP/AUTOMATIC/4-SPEED	5500	3.55	13.9	35	CA FUEL 3 DAY EXH (BUTANE LOAD)	23	CARB Phase II Gasoline	CA	50	HC-NM	.15	0.32	T1	1.055	0
20	DaimlerChrysler	XCRXA0318H11	1	XCRXE0174G4H	1	DODGE	RAM 1500 PICKUP 2WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	5.2	L4 LOCK-UP/AUTOMATIC/4-SPEED	5500	3.55	13.9	35	CA FUEL 3 DAY EXH (BUTANE LOAD)	23	CARB Phase II Gasoline	CA	50	NOX	.4	0.7	T1	1.28	0
20	DaimlerChrysler	XCRXA0318H11	1	XCRXE0174G4H	1	DODGE	RAM 1500 PICKUP 4WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	5.2	L4 LOCK-UP/AUTOMATIC/4-SPEED	5500	3.55	16.2	35	CA FUEL 3 DAY EXH (BUTANE LOAD)	23	CARB Phase II Gasoline	CA	120	CO	2.3	6.4	T1	1.393	0
20	DaimlerChrysler	XCRXA0318H11	1	XCRXE0174G4H	1	DODGE	RAM 1500 PICKUP 4WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	5.2	L4 LOCK-UP/AUTOMATIC/4-SPEED	5500	3.55	16.2	35	CA FUEL 3 DAY EXH (BUTANE LOAD)	23	CARB Phase II Gasoline	CA	120	HC-NM	.18	0.46	T1	1.139	0
20	DaimlerChrysler	XCRXA0318H11	1	XCRXE0174G4H	1	DODGE	RAM 1500 PICKUP 4WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	5.2	L4 LOCK-UP/AUTOMATIC/4-SPEED	5500	3.55	16.2	35	CA FUEL 3 DAY EXH (BUTANE LOAD)	23	CARB Phase II Gasoline	CA	120	NOX	.3	0.98	T1	1.706	0
20	DaimlerChrysler	XCRXA0318H11	1	XCRXE0174G4H	1	DODGE	RAM 1500 PICKUP 4WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	5.2	L4 LOCK-UP/AUTOMATIC/4-SPEED	5500	3.55	16.2	35	CA FUEL 3 DAY EXH (BUTANE LOAD)	23	CARB Phase II Gasoline	CA	50	CO	1.9	4.4	T1	1.156	0
20	DaimlerChrysler	XCRXA0318H11	1	XCRXE0174G4H	1	DODGE	RAM 1500 PICKUP 4WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	5.2	L4 LOCK-UP/AUTOMATIC/4-SPEED	5500	3.55	16.2	35	CA FUEL 3 DAY EXH (BUTANE LOAD)	23	CARB Phase II Gasoline	CA	50	HC-NM	.17	0.32	T1	1.055	0
20	DaimlerChrysler	XCRXA0318H11	1	XCRXE0174G4H	1	DODGE	RAM 1500 PICKUP 4WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	5.2	L4 LOCK-UP/AUTOMATIC/4-SPEED	5500	3.55	16.2	35	CA FUEL 3 DAY EXH (BUTANE LOAD)	23	CARB Phase II Gasoline	CA	50	NOX	.2	0.7	T1	1.28	0
20	DaimlerChrysler	XCRXA0318H11	1	XCRXE0174G4H	1	DODGE	RAM 1500 PICKUP 4WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	5.2	L4 LOCK-UP/AUTOMATIC/4-SPEED	5500	3.55		11	COLD CO	24	COLD CO REGULAR(CERT)	CA	50	CO-COLD	5.6	12.5	N/A	1.156	0
20	DaimlerChrysler	XCRXA0360H31	1	XCRXE0174G3H	1	DODGE	RAM 1500 PICKUP 2WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	5.9	L4 LOCK-UP/AUTOMATIC/4-SPEED	5500	3.55	13.9	11	COLD CO	22	SPECIAL UNLEADED 94 RON	CA	50	CO-COLD	9.2	12.5	N/A	1.287	0
20	DaimlerChrysler	XCRXA0360H31	1	XCRXE0174G3H	1	DODGE	RAM 1500 PICKUP 2WD	20	THREE-WAY CAT + CLOSED LOOP	99	OTHER							102	CANISTER	5.9	L4 LOCK-UP/AUTOMATIC/4-SPEED	5500	3.55	13.9	35	CA FUEL 3 DAY EXH (BUTANE LOAD)	23	CARB Phase II Gasoline	CA	120	CO	4.2	6.4	LEV	1.725	0
